sums length,extraction,value
1,1040,33.8756
2,1040,16.3857
10,1040,3.59273
100,1040,1.70519
1,1041,-1.90295
2,1041,-2.23788
10,1041,-1.36191
100,1041,-0.290899
1,1042,-1.61798
2,1042,-5.94981
10,1042,-1.18971
100,1042,0.268913
1,1043,-0.615688
2,1043,-1.59199
10,1043,0.0855939
100,1043,-0.935251
1,1044,0.86087
2,1044,0.125998
10,1044,0.589577
100,1044,0.592793
1,1045,-0.0662889
2,1045,0.0396226
10,1045,4.01152
100,1045,0.477805
1,1046,0.0351305
2,1046,-0.197262
10,1046,1.34909
100,1046,-0.98547
1,1047,35.04
2,1047,10.2963
10,1047,3.12447
100,1047,0.891571
1,1048,-54.7534
2,1048,-27.658
10,1048,-5.81809
100,1048,4.21675
1,1049,-0.510462
2,1049,-0.19772
10,1049,0.23369
100,1049,-1.89258
1,1050,41.3026
2,1050,21.7549
10,1050,-0.817925
100,1050,-0.535139
1,1051,-4.27412
2,1051,-5.29449
10,1051,-3.20779
100,1051,-0.0384575
1,1052,1.7941
2,1052,0.622763
10,1052,4.03249
100,1052,3.50456
1,1053,-43.6427
2,1053,70.2268
10,1053,13.3099
100,1053,-1.20415
1,1054,0.9579
2,1054,0.49754
10,1054,5.87092
100,1054,0.168348
1,1055,-1.68924
2,1055,-1.5455
10,1055,-4.31971
100,1055,1.76558
1,1056,0.720248
2,1056,0.686118
10,1056,0.557118
100,1056,-1.40694
1,1057,-6.55445
2,1057,-3.80562
10,1057,-1.37768
100,1057,-0.162425
1,1058,0.206422
2,1058,0.776223
10,1058,0.632916
100,1058,-3.36688
1,1059,-0.610588
2,1059,-0.275201
10,1059,-0.822564
100,1059,-2.65235
1,1060,0.492168
2,1060,-0.472658
10,1060,-0.722626
100,1060,-0.00743561
1,1061,-0.308612
2,1061,-0.24117
10,1061,2.27645
100,1061,2.32119
1,1062,-0.223966
2,1062,0.701492
10,1062,0.425999
100,1062,1.11502
1,1063,1.15602
2,1063,0.430049
10,1063,-3.84185
100,1063,-0.599415
1,1064,1.09362
2,1064,-21.6109
10,1064,-4.20872
100,1064,-1.4339
1,1065,-0.870424
2,1065,-0.822542
10,1065,-0.0879054
100,1065,1.09071
1,1066,0.460421
2,1066,0.549371
10,1066,0.546177
100,1066,2.83866
1,1067,0.505629
2,1067,-0.508987
10,1067,-0.245486
100,1067,-0.979775
1,1068,15.3979
2,1068,7.4359
10,1068,2.46096
100,1068,2.93801
1,1069,-0.334874
2,1069,-0.981119
10,1069,-0.0223179
100,1069,0.267793
1,1070,-0.267417
2,1070,-0.032613
10,1070,0.625069
100,1070,-0.705107
1,1071,1.77379
2,1071,1.19837
10,1071,-0.496
100,1071,13.7276
1,1072,1.16207
2,1072,-6.2216
10,1072,-2.07557
100,1072,0.394464
1,1073,0.485322
2,1073,4.09117
10,1073,0.517864
100,1073,1.75669
1,1074,-0.873615
2,1074,0.0547684
10,1074,-1.90915
100,1074,-30.4148
1,1075,0.340745
2,1075,7.26313
10,1075,-4.68309
100,1075,-0.77259
1,1076,2.00821
2,1076,-71.964
10,1076,48.1636
100,1076,5.324
1,1077,-1.01871
2,1077,-0.262294
10,1077,1.06946
100,1077,0.176895
1,1078,1.94027
2,1078,3.27955
10,1078,-0.230591
100,1078,-1.43885
1,1079,-1.32396
2,1079,-4.08606
10,1079,-1.38793
100,1079,-1.43998
1,1080,-0.757236
2,1080,0.303558
10,1080,35.5904
100,1080,9.65253
1,1081,0.597935
2,1081,4.01699
10,1081,1.18472
100,1081,0.459858
1,1082,0.421639
2,1082,-4.86658
10,1082,0.282393
100,1082,12.0227
1,1083,-3.07677
2,1083,-1.79474
10,1083,0.650011
100,1083,-6.51124
1,1084,-1.22692
2,1084,-4.31918
10,1084,5.81557
100,1084,1.9804
1,1085,-0.0372512
2,1085,-0.685597
10,1085,0.201463
100,1085,-0.781426
1,1086,-1.2832
2,1086,2.76266
10,1086,0.796079
100,1086,11.3652
1,1087,8.2958
2,1087,3.4894
10,1087,2.37601
100,1087,-0.206265
1,1088,0.0845964
2,1088,44.6297
10,1088,7.00154
100,1088,-0.0983832
1,1089,-1.55079
2,1089,-0.927603
10,1089,2.47842
100,1089,0.808613
1,1090,0.0517623
2,1090,-0.0774433
10,1090,1.15393
100,1090,1.20395
1,1091,-2.07782
2,1091,-6.09683
10,1091,-0.745469
100,1091,1.56891
1,1092,0.947503
2,1092,0.192631
10,1092,2.95794
100,1092,0.245826
1,1093,-0.686552
2,1093,-2.653
10,1093,0.301975
100,1093,-0.169076
1,1094,0.494528
2,1094,0.206236
10,1094,0.529194
100,1094,0.42671
1,1095,0.984756
2,1095,-0.590423
10,1095,-2.02797
100,1095,0.795559
1,1096,-0.0679278
2,1096,-21.7948
10,1096,-2.71322
100,1096,-0.549173
1,1097,3.24517
2,1097,1.72942
10,1097,1.46927
100,1097,2.10044
1,1098,0.893403
2,1098,0.323942
10,1098,-0.422698
100,1098,2.65753
1,1099,32.1731
2,1099,15.7271
10,1099,3.20042
100,1099,0.0011377
1,1100,0.362118
2,1100,0.0867685
10,1100,2.26982
100,1100,-0.893755
1,1101,0.263568
2,1101,0.223193
10,1101,0.572118
100,1101,-0.488325
1,1102,0.138716
2,1102,-0.297678
10,1102,-3.24715
100,1102,-0.970352
1,1103,50.3638
2,1103,25.6805
10,1103,5.40237
100,1103,-0.424563
1,1104,0.487254
2,1104,4.46629
10,1104,-0.504792
100,1104,-0.641671
1,1105,-1.37428
2,1105,-0.96896
10,1105,-0.355651
100,1105,0.343671
1,1106,-2.00862
2,1106,-1.25935
10,1106,-1.17327
100,1106,1.24207
1,1107,0.719381
2,1107,0.882732
10,1107,0.432641
100,1107,0.845686
1,1108,-0.487328
2,1108,0.0629218
10,1108,-92.9529
100,1108,-10.128
1,1109,0.153916
2,1109,0.233119
10,1109,4.29861
100,1109,1.45177
1,1110,-0.31965
2,1110,-0.22232
10,1110,0.220057
100,1110,-0.0710861
1,1111,-7.64865
2,1111,-3.76549
10,1111,-1.42233
100,1111,-0.760969
1,1112,-1.18073
2,1112,-0.374845
10,1112,-4.32193
100,1112,-0.331969
1,1113,5.33842
2,1113,2.65751
10,1113,-0.914195
100,1113,0.236765
1,1114,0.288904
2,1114,0.0134999
10,1114,-4.61191
100,1114,0.303878
1,1115,-4.39707
2,1115,-2.04196
10,1115,-0.87366
100,1115,-0.0287072
1,1116,0.727078
2,1116,0.507853
10,1116,-0.943243
100,1116,-1.08721
1,1117,-2.08418
2,1117,-1.1061
10,1117,-0.282508
100,1117,-2.23556
1,1118,8.26969
2,1118,4.33855
10,1118,0.154204
100,1118,-0.629332
1,1119,-1.76236
2,1119,-1.41011
10,1119,-2.481
100,1119,0.399556
1,1120,2.03048
2,1120,0.285768
10,1120,0.437643
100,1120,-4.16671
1,1121,0.123591
2,1121,0.426515
10,1121,3.01279
100,1121,0.59019
1,1122,-0.0292064
2,1122,-0.438573
10,1122,-4.9732
100,1122,-2.50278
1,1123,-77.4896
2,1123,-38.8912
10,1123,-6.98309
100,1123,4.24177
1,1124,-0.214295
2,1124,0.609411
10,1124,-1.36509
100,1124,0.206123
1,1125,10.1536
2,1125,5.70082
10,1125,2.43391
100,1125,-0.128666
1,1126,0.400645
2,1126,0.388194
10,1126,1.12484
100,1126,16.0423
1,1127,-0.03557
2,1127,0.00508424
10,1127,-1.11201
100,1127,-0.229046
1,1128,2.35088
2,1128,2.84091
10,1128,0.495486
100,1128,-0.890242
1,1129,-2.48939
2,1129,-1.66158
10,1129,-0.511776
100,1129,-0.126783
1,1130,-0.698909
2,1130,-0.885419
10,1130,-1.41299
100,1130,-1.91291
1,1131,-1.13113
2,1131,-0.60798
10,1131,2.76583
100,1131,-0.947112
1,1132,-0.708522
2,1132,-0.859344
10,1132,-0.72981
100,1132,0.271198
1,1133,4.44212
2,1133,3.14347
10,1133,1.3592
100,1133,-8.56144
1,1134,-2.66002
2,1134,-2.97521
10,1134,-2.23791
100,1134,-1.31576
1,1135,1.49344
2,1135,0.911279
10,1135,0.702218
100,1135,-1.6546
1,1136,-3.33586
2,1136,-1.39742
10,1136,4.25802
100,1136,0.779328
1,1137,2.04619
2,1137,1.43448
10,1137,0.331222
100,1137,1.05452
1,1138,0.770148
2,1138,-0.58891
10,1138,11.3386
100,1138,2.43701
1,1139,-0.115479
2,1139,0.0353471
10,1139,-1.12707
100,1139,2.09045
1,1140,5.57956
2,1140,3.29498
10,1140,0.958776
100,1140,0.82321
1,1141,-0.0100919
2,1141,-2.8229
10,1141,-0.910155
100,1141,-17.9493
1,1142,-0.0979087
2,1142,-0.296698
10,1142,0.779657
100,1142,-2.91124
1,1143,-0.630879
2,1143,-9.03732
10,1143,-1.94275
100,1143,0.0442758
1,1144,-2.5501
2,1144,-1.48721
10,1144,-0.371313
100,1144,2.11823
1,1145,-0.25683
2,1145,4.76514
10,1145,1.88722
100,1145,-3.93116
1,1146,0.193091
2,1146,1.31233
10,1146,-2.14027
100,1146,-0.284474
1,1147,5.03772
2,1147,1.99651
10,1147,0.432203
100,1147,2.90613
1,1148,1.42966
2,1148,-2.07035
10,1148,-0.695855
100,1148,-21.2199
1,1149,0.451774
2,1149,0.883488
10,1149,0.337982
100,1149,-0.595413
1,1150,-1.09307
2,1150,-1.04505
10,1150,-0.832034
100,1150,0.706623
1,1151,-1.33465
2,1151,-1.17234
10,1151,-0.76295
100,1151,-1.55098
1,1152,-1.70393
2,1152,-1.13178
10,1152,-0.0834341
100,1152,-0.505315
1,1153,0.430753
2,1153,0.154322
10,1153,-3.68177
100,1153,-0.801912
1,1154,0.511269
2,1154,0.129169
10,1154,-3.43511
100,1154,-4.46531
1,1155,-0.513969
2,1155,0.185117
10,1155,1.45798
100,1155,0.169302
1,1156,-2.24947
2,1156,-1.88269
10,1156,-1.07248
100,1156,-5.94131
1,1157,-0.42567
2,1157,-0.373129
10,1157,-4.66079
100,1157,-0.295221
1,1158,45.494
2,1158,22.314
10,1158,4.13094
100,1158,1.14473
1,1159,-1.67115
2,1159,-0.931272
10,1159,-0.116563
100,1159,-0.814124
1,1160,-0.225359
2,1160,-0.288878
10,1160,-0.273148
100,1160,-1.19426
1,1161,-1.3616
2,1161,1.38068
10,1161,-0.0838402
100,1161,0.786287
1,1162,-1.28487
2,1162,-0.28875
10,1162,-0.698589
100,1162,0.429567
1,1163,-1.44894
2,1163,-1.51022
10,1163,-0.731043
100,1163,-6.90402
1,1164,6.01476
2,1164,2.33039
10,1164,-0.00480658
100,1164,7.58689
1,1165,-18.7979
2,1165,-9.38431
10,1165,-2.29246
100,1165,-1.45507
1,1166,-2.49207
2,1166,-0.78083
10,1166,0.0199438
100,1166,-0.672047
1,1167,2.1261
2,1167,-0.28368
10,1167,3.53908
100,1167,0.227306
1,1168,4.62308
2,1168,-159.972
10,1168,-30.6338
100,1168,-2.84132
1,1169,0.619887
2,1169,2.26127
10,1169,0.350185
100,1169,0.110489
1,1170,-1.33119
2,1170,0.883929
10,1170,0.930821
100,1170,4.25749
1,1171,-0.0032686
2,1171,0.0682813
10,1171,0.334012
100,1171,0.367666
1,1172,-5.03222
2,1172,-2.7633
10,1172,-7.67197
100,1172,-1.66857
1,1173,-10.8199
2,1173,-5.27439
10,1173,-1.26509
100,1173,0.0391602
1,1174,2.05349
2,1174,-0.161745
10,1174,-0.388853
100,1174,1.07705
1,1175,-1.97095
2,1175,0.245581
10,1175,-0.852551
100,1175,4.19208
1,1176,6.79389
2,1176,2.7699
10,1176,-0.00535093
100,1176,-0.294789
1,1177,-0.0515588
2,1177,-0.911394
10,1177,-0.340684
100,1177,-0.127799
1,1178,-0.353779
2,1178,-0.0980035
10,1178,0.506891
100,1178,0.213999
1,1179,10.9649
2,1179,7.19165
10,1179,12.3067
100,1179,1.90296
1,1180,-2.53578
2,1180,-1.11523
10,1180,1.06516
100,1180,-0.830813
1,1181,0.106854
2,1181,0.541452
10,1181,0.0591995
100,1181,-1.42345
1,1182,0.350542
2,1182,0.24191
10,1182,0.0288374
100,1182,2.0631
1,1183,-0.433215
2,1183,-1.18508
10,1183,-0.392371
100,1183,2.1374
1,1184,5.0177
2,1184,2.52239
10,1184,3.62722
100,1184,-0.847594
1,1185,-1.87689
2,1185,-0.79523
10,1185,0.0488582
100,1185,-0.463364
1,1186,-1.86046
2,1186,-2.10516
10,1186,1.09847
100,1186,0.624509
1,1187,0.0480385
2,1187,-0.227933
10,1187,0.161689
100,1187,-0.491717
1,1188,0.504923
2,1188,0.243249
10,1188,-0.27549
100,1188,-0.266437
1,1189,-0.04661
2,1189,0.890044
10,1189,34.1742
100,1189,2.84234
1,1190,0.195971
2,1190,-0.237065
10,1190,0.407296
100,1190,-1.744
1,1191,-0.291982
2,1191,1.36714
10,1191,-0.0115777
100,1191,2.79116
1,1192,5.45851
2,1192,2.74671
10,1192,0.469297
100,1192,2.15598
1,1193,0.699606
2,1193,-0.459553
10,1193,0.518252
100,1193,-0.333988
1,1194,-2.42152
2,1194,-1.41143
10,1194,-2.37233
100,1194,-0.373922
1,1195,-1.63332
2,1195,-1.1956
10,1195,0.182758
100,1195,0.803553
1,1196,-1.93867
2,1196,-0.922791
10,1196,-1.5392
100,1196,-0.507201
1,1197,-0.0613286
2,1197,0.53444
10,1197,-0.400309
100,1197,-9.29352
1,1198,0.153163
2,1198,0.480541
10,1198,-0.110392
100,1198,-0.804667
1,1199,0.83372
2,1199,0.181066
10,1199,-1.42455
100,1199,-10.2172
1,1200,0.364026
2,1200,0.355194
10,1200,6.93537
100,1200,3.74078
1,1201,-3.90283
2,1201,-1.89352
10,1201,-0.939106
100,1201,-2.78809
1,1202,0.120901
2,1202,-0.528518
10,1202,-0.361778
100,1202,0.784863
1,1203,-0.126507
2,1203,-0.271106
10,1203,-0.501103
100,1203,0.520722
1,1204,-1.31152
2,1204,-0.136047
10,1204,0.362856
100,1204,-0.180858
1,1205,-1.20035
2,1205,-2.57022
10,1205,-3.21654
100,1205,6.14664
1,1206,-1.51529
2,1206,0.223563
10,1206,-2154.19
100,1206,-215.353
1,1207,-1.1601
2,1207,0.132547
10,1207,0.516154
100,1207,-0.0853854
1,1208,0.568172
2,1208,0.164278
10,1208,-0.165863
100,1208,2.20274
1,1209,4.70814
2,1209,1.86746
10,1209,-2.9365
100,1209,-4.34791
1,1210,-0.26808
2,1210,-0.447996
10,1210,1.39988
100,1210,-2.85412
1,1211,-4.09043
2,1211,-1.23426
10,1211,-0.260191
100,1211,0.210944
1,1212,0.339132
2,1212,1.27674
10,1212,2.5964
100,1212,0.171197
1,1213,0.402446
2,1213,0.920499
10,1213,0.452187
100,1213,-0.33747
1,1214,-0.74074
2,1214,-0.174116
10,1214,-0.0831187
100,1214,1.20863
1,1215,-2.54981
2,1215,-1.67277
10,1215,-0.242337
100,1215,1.55326
1,1216,3.78539
2,1216,1.28473
10,1216,-0.0508726
100,1216,-0.422252
1,1217,-0.612664
2,1217,10.8834
10,1217,1.58237
100,1217,1.05979
1,1218,-0.0547443
2,1218,-0.531506
10,1218,2.22061
100,1218,1.10125
1,1219,-5.97345
2,1219,-3.24962
10,1219,-1.25984
100,1219,1.69889
1,1220,-0.0262012
2,1220,0.187354
10,1220,0.315263
100,1220,-0.191522
1,1221,0.22071
2,1221,0.244781
10,1221,0.583169
100,1221,-0.504839
1,1222,0.333072
2,1222,1.30857
10,1222,3.2628
100,1222,-0.670231
1,1223,0.21027
2,1223,-0.0626827
10,1223,0.268704
100,1223,-1.17771
1,1224,1.59394
2,1224,-0.542197
10,1224,0.952497
100,1224,1.27527
1,1225,0.889104
2,1225,0.124136
10,1225,0.183983
100,1225,1.94323
1,1226,2.22974
2,1226,0.8062
10,1226,0.445228
100,1226,-0.401485
1,1227,-0.899453
2,1227,-0.4358
10,1227,-7.18024
100,1227,-0.950871
1,1228,0.187901
2,1228,0.426255
10,1228,-0.315603
100,1228,-2.44552
1,1229,-0.599876
2,1229,76.973
10,1229,14.0911
100,1229,5.84225
1,1230,0.642464
2,1230,0.564637
10,1230,-0.0454873
100,1230,-2.48823
1,1231,-0.68845
2,1231,-3.76153
10,1231,-1.02719
100,1231,-1.09274
1,1232,0.0802604
2,1232,-0.46658
10,1232,0.391682
100,1232,0.147031
1,1233,-2.10684
2,1233,-1.23942
10,1233,-5.0249
100,1233,1.42674
1,1234,0.251531
2,1234,-2.54256
10,1234,-5.78361
100,1234,1.79193
1,1235,-0.437645
2,1235,0.0278857
10,1235,-0.29962
100,1235,-1.34952
1,1236,-1.0988
2,1236,0.254972
10,1236,0.688007
100,1236,-1.51583
1,1237,0.312795
2,1237,-0.473766
10,1237,-38.6886
100,1237,-162.48
1,1238,-1.25901
2,1238,-0.491784
10,1238,3.63566
100,1238,-0.0354711
1,1239,-1.85044
2,1239,-1.4789
10,1239,0.33147
100,1239,6.13687
1,1240,-0.110783
2,1240,0.606713
10,1240,-10.0015
100,1240,-2.48546
1,1241,-0.682305
2,1241,-0.86141
10,1241,3.54841
100,1241,-36.6119
1,1242,1.09595
2,1242,0.0287466
10,1242,-0.416071
100,1242,-1.3716
1,1243,-2.95148
2,1243,-1.94326
10,1243,-0.453538
100,1243,-0.311991
1,1244,3.50188
2,1244,1.71951
10,1244,-0.272915
100,1244,-0.470429
1,1245,-1.29393
2,1245,0.314915
10,1245,0.646792
100,1245,-0.275616
1,1246,-0.0458933
2,1246,-0.0963333
10,1246,-0.800973
100,1246,8.89096
1,1247,-0.339486
2,1247,0.715471
10,1247,0.222623
100,1247,2.64719
1,1248,-0.0877619
2,1248,1.0428
10,1248,-3.38814
100,1248,0.831735
1,1249,-1.80991
2,1249,28.7911
10,1249,5.33802
100,1249,0.901692
1,1250,0.842721
2,1250,0.708963
10,1250,-0.978504
100,1250,0.811021
1,1251,-9.12957
2,1251,-1.84903
10,1251,-1.8695
100,1251,-1.58935
1,1252,-1.45772
2,1252,-0.17664
10,1252,0.19538
100,1252,0.877644
1,1253,-0.0307329
2,1253,-1.47159
10,1253,-0.463416
100,1253,-1.03128
1,1254,-1.59819
2,1254,-0.154365
10,1254,0.147724
100,1254,-5.25374
1,1255,-4.66613
2,1255,-2.4938
10,1255,0.189383
100,1255,3.52482
1,1256,-0.288995
2,1256,-0.53689
10,1256,4.07905
100,1256,0.423896
1,1257,-0.552603
2,1257,0.051446
10,1257,-5.79463
100,1257,-16.6899
1,1258,0.741186
2,1258,0.308031
10,1258,1.18016
100,1258,-2.63189
1,1259,0.544632
2,1259,0.901811
10,1259,1.90516
100,1259,2.46646
1,1260,-1.826
2,1260,-0.22821
10,1260,2.00707
100,1260,0.0194402
1,1261,-0.992946
2,1261,-1.31704
10,1261,-0.503037
100,1261,-1.30536
1,1262,-0.243929
2,1262,0.264929
10,1262,-7.78538
100,1262,-2.60568
1,1263,-1.64265
2,1263,2.12477
10,1263,2.56424
100,1263,2.51264
1,1264,-0.585458
2,1264,-0.659484
10,1264,-0.476285
100,1264,-0.853667
1,1265,3.42022
2,1265,4.63875
10,1265,4.76696
100,1265,0.891471
1,1266,-0.0785667
2,1266,-1.69646
10,1266,0.69859
100,1266,-1.09012
1,1267,4.3186
2,1267,1.8583
10,1267,0.479527
100,1267,-7.39761
1,1268,0.618682
2,1268,0.224008
10,1268,-0.302053
100,1268,-3.55582
1,1269,-0.184098
2,1269,1.09975
10,1269,0.0814045
100,1269,3.71259
1,1270,-2.15388
2,1270,-0.257683
10,1270,0.719988
100,1270,1.44053
1,1271,1.12152
2,1271,1.13557
10,1271,-0.492271
100,1271,0.0153348
1,1272,-1.87517
2,1272,-3.25664
10,1272,-7.93309
100,1272,0.0550168
1,1273,-1.35
2,1273,-0.831718
10,1273,-0.116305
100,1273,-0.453067
1,1274,0.602488
2,1274,8.15223
10,1274,-1.58993
100,1274,-0.247742
1,1275,-1.7822
2,1275,5.48164
10,1275,3.44528
100,1275,2.27437
1,1276,0.708761
2,1276,0.255416
10,1276,0.157262
100,1276,-1.27989
1,1277,-0.165858
2,1277,0.0184688
10,1277,3.48167
100,1277,-0.42605
1,1278,0.412421
2,1278,-0.139333
10,1278,-1.06708
100,1278,-0.655221
1,1279,5.38282
2,1279,2.26341
10,1279,-0.814834
100,1279,0.408837
1,1280,2.49795
2,1280,0.266695
10,1280,-0.583761
100,1280,-0.147209
1,1281,1.52874
2,1281,1.63955
10,1281,0.832535
100,1281,0.726981
1,1282,3.42079
2,1282,2.15819
10,1282,0.644324
100,1282,-1.27291
1,1283,-0.430262
2,1283,3.724
10,1283,2.06316
100,1283,5.64932
1,1284,0.353713
2,1284,1.35317
10,1284,-0.420278
100,1284,-6.33488
1,1285,-9.57005
2,1285,-5.1196
10,1285,0.248617
100,1285,-0.771542
1,1286,-0.154531
2,1286,-2.23967
10,1286,-1.21353
100,1286,-2.17959
1,1287,0.801137
2,1287,0.978216
10,1287,-1.73364
100,1287,-9.77877
1,1288,-0.744606
2,1288,0.309112
10,1288,0.335398
100,1288,0.52958
1,1289,1.0141
2,1289,-1.13674
10,1289,-0.873844
100,1289,2.59812
1,1290,0.589108
2,1290,-3.28767
10,1290,-0.438417
100,1290,-0.749138
1,1291,7.12371
2,1291,4.19542
10,1291,-1.37027
100,1291,-1.35924
1,1292,0.326875
2,1292,-1.40897
10,1292,11.0995
100,1292,2.57028
1,1293,5.06993
2,1293,2.21476
10,1293,-0.070864
100,1293,0.310598
1,1294,0.341913
2,1294,-1.24732
10,1294,0.584696
100,1294,-1.01756
1,1295,1.64426
2,1295,0.547737
10,1295,0.517061
100,1295,-0.972953
1,1296,-0.95331
2,1296,-1.34831
10,1296,0.129517
100,1296,-0.561043
1,1297,0.825743
2,1297,1.04641
10,1297,0.351279
100,1297,-0.143386
1,1298,10.5158
2,1298,4.58099
10,1298,-1.94014
100,1298,-5.13925
1,1299,1.70959
2,1299,0.164138
10,1299,0.263516
100,1299,0.0684333
1,1300,-6.44974
2,1300,5.94986
10,1300,6.38972
100,1300,0.558253
1,1301,-2.55265
2,1301,-1.12092
10,1301,-6.16886
100,1301,8.23983
1,1302,3.63994
2,1302,4.03965
10,1302,1.77111
100,1302,0.0888163
1,1303,-0.275029
2,1303,0.107141
10,1303,-0.0700858
100,1303,-0.436052
1,1304,-0.191909
2,1304,-0.281989
10,1304,21.4423
100,1304,0.851076
1,1305,0.219745
2,1305,0.497879
10,1305,-0.268833
100,1305,0.409944
1,1306,1.35905
2,1306,0.141486
10,1306,0.238653
100,1306,-0.3311
1,1307,4.61356
2,1307,2.54858
10,1307,0.022097
100,1307,-1.18603
1,1308,4.33592
2,1308,2.26503
10,1308,0.267741
100,1308,0.849852
1,1309,0.470953
2,1309,1.96856
10,1309,0.184582
100,1309,-8.88351
1,1310,1.00578
2,1310,-0.347936
10,1310,-0.0447359
100,1310,-0.23535
1,1311,0.349157
2,1311,0.852917
10,1311,-0.822415
100,1311,1.90619
1,1312,0.489906
2,1312,0.315819
10,1312,3.99406
100,1312,0.324
1,1313,2.63329
2,1313,-2.62197
10,1313,0.0347508
100,1313,0.210143
1,1314,-0.624577
2,1314,0.0657675
10,1314,-0.185118
100,1314,-1.56113
1,1315,-2.54884
2,1315,-1.77867
10,1315,0.307862
100,1315,-0.0293621
1,1316,-1.03002
2,1316,-2.79881
10,1316,-0.568301
100,1316,47.814
1,1317,-1.26047
2,1317,7.55711
10,1317,2.25197
100,1317,-0.164461
1,1318,114.208
2,1318,56.735
10,1318,9.89245
100,1318,1.16837
1,1319,305.696
2,1319,152.199
10,1319,33.3957
100,1319,5.85658
1,1320,0.409268
2,1320,0.23938
10,1320,-1.28759
100,1320,-0.0759179
1,1321,0.848724
2,1321,0.0364913
10,1321,-1.29538
100,1321,-1.03521
1,1322,2.40889
2,1322,-0.379205
10,1322,-1.4023
100,1322,0.34085
1,1323,-0.0334749
2,1323,-0.351955
10,1323,2.37236
100,1323,-15.4987
1,1324,0.00413674
2,1324,-0.239197
10,1324,0.498808
100,1324,-0.472423
1,1325,-0.375081
2,1325,2.06765
10,1325,3.2148
100,1325,-0.387654
1,1326,-0.747207
2,1326,-0.405439
10,1326,0.982844
100,1326,0.0385125
1,1327,-8.56569
2,1327,-4.36083
10,1327,-0.828612
100,1327,0.937951
1,1328,-0.263537
2,1328,0.308877
10,1328,-0.21842
100,1328,0.325408
1,1329,0.0142319
2,1329,-10.2952
10,1329,-0.99156
100,1329,-0.0679976
1,1330,0.77138
2,1330,1.73852
10,1330,1.0418
100,1330,0.2192
1,1331,-3.8668
2,1331,-2.32138
10,1331,1.19393
100,1331,0.149498
1,1332,-1.69521
2,1332,-0.503846
10,1332,-0.705428
100,1332,0.0348078
1,1333,-0.413925
2,1333,-30.5574
10,1333,-5.57276
100,1333,-0.944356
1,1334,0.210933
2,1334,0.203259
10,1334,0.366821
100,1334,-0.237975
1,1335,-0.738643
2,1335,-1.53006
10,1335,1.218
100,1335,-0.13472
1,1336,-1.12554
2,1336,-0.137389
10,1336,-0.22925
100,1336,15.9726
1,1337,-8.2935
2,1337,-4.55131
10,1337,2.09989
100,1337,0.737389
1,1338,0.0980254
2,1338,-0.579998
10,1338,0.628437
100,1338,0.740023
1,1339,12.4321
2,1339,5.85085
10,1339,1.26954
100,1339,0.585368
1,1340,-1.35037
2,1340,1.71149
10,1340,0.463063
100,1340,0.418536
1,1341,0.176061
2,1341,0.152216
10,1341,-0.0490123
100,1341,-0.36731
1,1342,1.35825
2,1342,-0.051784
10,1342,0.623393
100,1342,-2.38336
1,1343,0.570754
2,1343,0.8345
10,1343,-0.64069
100,1343,-1.71482
1,1344,1.56923
2,1344,1.15614
10,1344,0.334104
100,1344,0.615013
1,1345,0.807219
2,1345,1.89381
10,1345,0.728111
100,1345,1.24172
1,1346,1.39697
2,1346,-0.0412822
10,1346,-0.504485
100,1346,-0.0947132
1,1347,1.37155
2,1347,-0.52223
10,1347,0.324337
100,1347,1.50695
1,1348,0.194676
2,1348,-1.36273
10,1348,131.968
100,1348,13.0494
1,1349,0.291068
2,1349,-0.576046
10,1349,-0.0539296
100,1349,10.319
1,1350,-2.61702
2,1350,-3.48853
10,1350,-0.923177
100,1350,2.59133
1,1351,-0.293768
2,1351,0.164418
10,1351,-1.1944
100,1351,0.115132
1,1352,-0.301944
2,1352,1.20161
10,1352,1.33358
100,1352,-0.0955204
1,1353,1.83198
2,1353,0.713709
10,1353,0.50718
100,1353,2.40222
1,1354,1.54982
2,1354,1.7216
10,1354,0.568118
100,1354,-0.170483
1,1355,0.437702
2,1355,0.678974
10,1355,-1.13389
100,1355,-1.8017
1,1356,1.09396
2,1356,0.252271
10,1356,2.02886
100,1356,4.97036
1,1357,-1.26444
2,1357,-0.752185
10,1357,1.23759
100,1357,-1050.26
1,1358,-2.51565
2,1358,-1.51468
10,1358,-0.78837
100,1358,-1.0912
1,1359,-1.84343
2,1359,0.367813
10,1359,1.30203
100,1359,3.31685
1,1360,-2.43523
2,1360,-0.606506
10,1360,0.994904
100,1360,-24.7909
1,1361,-2.85785
2,1361,-1.04938
10,1361,-0.828251
100,1361,0.186368
1,1362,0.179534
2,1362,0.479981
10,1362,0.617911
100,1362,1.18713
1,1363,-0.764726
2,1363,-0.715672
10,1363,0.250918
100,1363,-3.72346
1,1364,-0.104346
2,1364,-0.88196
10,1364,-0.474123
100,1364,-0.842049
1,1365,0.54365
2,1365,-0.222929
10,1365,-0.491899
100,1365,-0.055389
1,1366,-0.00708535
2,1366,-1.1778
10,1366,-0.563959
100,1366,-0.518758
1,1367,1.16583
2,1367,26.3398
10,1367,5.33858
100,1367,2.88933
1,1368,11.2042
2,1368,5.29301
10,1368,15.9174
100,1368,1.30662
1,1369,-1.12958
2,1369,0.241095
10,1369,-49.4312
100,1369,-5.03037
1,1370,-0.693091
2,1370,-7.53147
10,1370,-6.4702
100,1370,7.75404
1,1371,-6.5527
2,1371,-2.705
