sums length,extraction,value
2,1098,0.577731
10,1098,0.464747
100,1098,0.524837
1,1099,0.99011
2,1099,0.645863
10,1099,0.520633
100,1099,0.454148
1,1100,0.61059
2,1100,0.52563
10,1100,0.592107
100,1100,0.506615
1,1101,0.582031
2,1101,0.569794
10,1101,0.59105
100,1101,0.5108
1,1102,0.543875
2,1102,0.421156
10,1102,0.308747
100,1102,0.450353
1,1103,0.993681
2,1103,0.871615
10,1103,0.611965
100,1103,0.491726
1,1104,0.644321
2,1104,0.803403
10,1104,0.511519
100,1104,0.520041
1,1105,0.200231
2,1105,0.268429
10,1105,0.454729
100,1105,0.538243
1,1106,0.147037
2,1106,0.248448
10,1106,0.305498
100,1106,0.496301
1,1107,0.698503
2,1107,0.727835
10,1107,0.531745
100,1107,0.541154
1,1108,0.35566
2,1108,0.515373
10,1108,0.570407
100,1108,0.507024
1,1109,0.548611
2,1109,0.572485
10,1109,0.623499
100,1109,0.549838
1,1110,0.401519
2,1110,0.43097
10,1110,0.480511
100,1110,0.446339
1,1111,0.0413817
2,1111,0.289332
10,1111,0.476036
100,1111,0.473344
1,1112,0.22368
2,1112,0.426612
10,1112,0.37778
100,1112,0.508055
1,1113,0.941057
2,1113,0.716803
10,1113,0.447205
100,1113,0.476563
1,1114,0.589524
2,1114,0.503994
10,1114,0.498867
100,1114,0.562337
1,1115,0.0711806
2,1115,0.333891
10,1115,0.368231
100,1115,0.484736
1,1116,0.700111
2,1116,0.644777
10,1116,0.532254
100,1116,0.472081
1,1117,0.1424
2,1117,0.300934
10,1117,0.450478
100,1117,0.494666
1,1118,0.961695
2,1118,0.792422
10,1118,0.432688
100,1118,0.488067
1,1119,0.164286
2,1119,0.202669
10,1119,0.405544
100,1119,0.521204
1,1120,0.854333
2,1120,0.5228
10,1120,0.545803
100,1120,0.489651
1,1121,0.539142
2,1121,0.619872
10,1121,0.66011
100,1121,0.512702
1,1122,0.490706
2,1122,0.38342
10,1122,0.496631
100,1122,0.490403
1,1123,0.00410755
2,1123,0.206734
10,1123,0.535237
100,1123,0.509308
1,1124,0.432804
2,1124,0.619439
10,1124,0.471457
100,1124,0.525757
1,1125,0.968751
2,1125,0.876866
10,1125,0.623105
100,1125,0.503107
1,1126,0.621296
2,1126,0.617852
10,1126,0.673269
100,1126,0.532396
1,1127,0.488682
2,1127,0.501616
10,1127,0.432454
100,1127,0.47929
1,1128,0.87198
2,1128,0.889572
10,1128,0.556841
100,1128,0.466749
1,1129,0.121587
2,1129,0.200182
10,1129,0.38727
100,1129,0.502689
1,1130,0.305833
2,1130,0.272394
10,1130,0.350246
100,1130,0.452626
1,1131,0.230439
2,1131,0.35175
10,1131,0.551548
100,1131,0.534154
1,1132,0.303787
2,1132,0.276088
10,1132,0.34541
100,1132,0.5157
1,1133,0.929518
2,1133,0.885702
10,1133,0.616238
100,1133,0.516416
1,1134,0.114462
2,1134,0.104189
10,1134,0.391065
100,1134,0.505167
1,1135,0.812189
2,1135,0.706698
10,1135,0.622765
100,1135,0.469246
1,1136,0.0927072
2,1136,0.375283
10,1136,0.547266
100,1136,0.500589
1,1137,0.855304
2,1137,0.787225
10,1137,0.610789
100,1137,0.568858
1,1138,0.708898
2,1138,0.429932
10,1138,0.561405
100,1138,0.534584
1,1139,0.463404
2,1139,0.510997
10,1139,0.466165
100,1139,0.486668
1,1140,0.94355
2,1140,0.847598
10,1140,0.601437
100,1140,0.509681
1,1141,0.496788
2,1141,0.276343
10,1141,0.508335
100,1141,0.487681
1,1142,0.468934
2,1142,0.411251
10,1142,0.532824
100,1142,0.500298
1,1143,0.32085
2,1143,0.169539
10,1143,0.394656
100,1143,0.508931
1,1144,0.118957
2,1144,0.245611
10,1144,0.351473
100,1144,0.498486
1,1145,0.419978
2,1145,0.693784
10,1145,0.632472
100,1145,0.513551
1,1146,0.560716
2,1146,0.71826
10,1146,0.385728
100,1146,0.474718
1,1147,0.937626
2,1147,0.590334
10,1147,0.578009
100,1147,0.546213
1,1148,0.805714
2,1148,0.431128
10,1148,0.456261
100,1148,0.482656
1,1149,0.635068
2,1149,0.71407
10,1149,0.564435
100,1149,0.490833
1,1150,0.235855
2,1150,0.243165
10,1150,0.333488
100,1150,0.479507
1,1151,0.204682
2,1151,0.226547
10,1151,0.439743
100,1151,0.471588
1,1152,0.168932
2,1152,0.253263
10,1152,0.457909
100,1152,0.461209
1,1153,0.629467
2,1153,0.545395
10,1153,0.308368
100,1153,0.473452
1,1154,0.65044
2,1154,0.535792
10,1154,0.489569
100,1154,0.464359
1,1155,0.348879
2,1155,0.539671
10,1155,0.558741
100,1155,0.478614
1,1156,0.133153
2,1156,0.159387
10,1156,0.428593
100,1156,0.444455
1,1157,0.3719
2,1157,0.386574
10,1157,0.422264
100,1157,0.500296
1,1158,0.993004
2,1158,0.632912
10,1158,0.399558
100,1158,0.462659
1,1159,0.171644
2,1159,0.305725
10,1159,0.447475
100,1159,0.465648
1,1160,0.429445
2,1160,0.410799
10,1160,0.518228
100,1160,0.490981
1,1161,0.201637
2,1161,0.562948
10,1161,0.486444
100,1161,0.514541
1,1162,0.210518
2,1162,0.453243
10,1162,0.359955
100,1162,0.468398
1,1163,0.192289
2,1163,0.186338
10,1163,0.378724
100,1163,0.501265
1,1164,0.947558
2,1164,0.575025
10,1164,0.424851
100,1164,0.538101
1,1165,0.0169173
2,1165,0.263119
10,1165,0.381475
100,1165,0.491254
1,1166,0.121468
2,1166,0.429999
10,1166,0.545603
100,1166,0.478736
1,1167,0.860057
2,1167,0.486608
10,1167,0.432645
100,1167,0.505154
1,1168,0.932192
2,1168,0.466587
10,1168,0.609575
100,1168,0.510111
1,1169,0.676635
2,1169,0.798395
10,1169,0.547376
100,1169,0.487678
1,1170,0.205079
2,1170,0.552862
10,1170,0.567648
100,1170,0.48656
1,1171,0.49896
2,1171,0.521591
10,1171,0.536092
100,1171,0.49887
1,1172,0.0624409
2,1172,0.208146
10,1172,0.378006
100,1172,0.488751
1,1173,0.0293355
2,1173,0.306811
10,1173,0.396002
100,1173,0.510542
1,1174,0.85575
2,1174,0.491254
10,1174,0.483876
100,1174,0.517436
1,1175,0.149455
2,1175,0.513325
10,1175,0.466031
100,1175,0.46081
1,1176,0.953482
2,1176,0.583875
10,1176,0.449987
100,1176,0.440242
1,1177,0.483603
2,1177,0.323602
10,1177,0.448475
100,1177,0.524804
1,1178,0.391763
2,1178,0.470786
10,1178,0.58333
100,1178,0.505318
1,1179,0.97105
2,1179,0.94023
10,1179,0.588957
100,1179,0.559802
1,1180,0.119567
2,1180,0.356947
10,1180,0.539546
100,1180,0.473257
1,1181,0.533884
2,1181,0.640013
10,1181,0.569543
100,1181,0.508168
1,1182,0.60732
2,1182,0.574748
10,1182,0.567066
100,1182,0.511393
1,1183,0.369872
2,1183,0.260787
10,1183,0.40816
100,1183,0.491657
1,1184,0.937383
2,1184,0.723002
10,1184,0.666926
100,1184,0.532232
1,1185,0.155825
2,1185,0.37231
10,1185,0.470731
100,1185,0.485779
1,1186,0.15699
2,1186,0.14253
10,1186,0.546918
100,1186,0.550429
1,1187,0.515279
2,1187,0.433351
10,1187,0.490735
100,1187,0.503093
1,1188,0.648835
2,1188,0.571485
10,1188,0.524569
100,1188,0.500359
1,1189,0.485174
2,1189,0.662871
10,1189,0.654171
100,1189,0.529453
1,1190,0.561599
2,1190,0.436838
10,1190,0.584173
100,1190,0.499023
1,1191,0.409573
2,1191,0.653993
10,1191,0.546198
100,1191,0.50737
1,1192,0.942325
2,1192,0.726715
10,1192,0.518932
100,1192,0.506659
1,1193,0.694316
2,1193,0.435232
10,1193,0.468981
100,1193,0.485829
1,1194,0.12466
2,1194,0.251588
10,1194,0.389995
100,1194,0.490089
1,1195,0.174872
2,1195,0.23422
10,1195,0.528595
100,1195,0.486045
1,1196,0.151586
2,1196,0.340566
10,1196,0.310003
100,1196,0.491501
1,1197,0.480503
2,1197,0.624968
10,1197,0.452065
100,1197,0.497804
1,1198,0.548377
2,1198,0.632343
10,1198,0.509506
100,1198,0.497999
1,1199,0.721215
2,1199,0.540474
10,1199,0.433964
100,1199,0.481188
1,1200,0.611127
2,1200,0.60863
10,1200,0.570406
100,1200,0.524943
1,1201,0.0798411
2,1201,0.308269
10,1201,0.425211
100,1201,0.493638
1,1202,0.538298
2,1202,0.381175
10,1202,0.511375
100,1202,0.548719
1,1203,0.459944
2,1203,0.41727
10,1203,0.465041
100,1203,0.542468
1,1204,0.207359
2,1204,0.481756
10,1204,0.485948
100,1204,0.51227
1,1205,0.221096
2,1205,0.150107
10,1205,0.32037
100,1205,0.458102
1,1206,0.18568
2,1206,0.517834
10,1206,0.504806
100,1206,0.459344
1,1207,0.226451
2,1207,0.515848
10,1207,0.535072
100,1207,0.473457
1,1208,0.664467
2,1208,0.544803
10,1208,0.519513
100,1208,0.541104
1,1209,0.933382
2,1209,0.593851
10,1209,0.404972
100,1209,0.490043
1,1210,0.416628
2,1210,0.369077
10,1210,0.605789
100,1210,0.511375
1,1211,0.0763212
2,1211,0.450227
10,1211,0.482613
100,1211,0.541541
1,1212,0.604075
2,1212,0.734526
10,1212,0.660142
100,1212,0.534463
1,1213,0.62179
2,1213,0.714215
10,1213,0.479179
100,1213,0.520728
1,1214,0.297062
2,1214,0.45806
10,1214,0.474497
100,1214,0.532153
1,1215,0.118969
2,1215,0.202512
10,1215,0.469193
100,1215,0.525811
1,1216,0.917789
2,1216,0.568434
10,1216,0.479213
100,1216,0.474139
1,1217,0.325032
2,1217,0.655409
10,1217,0.416926
100,1217,0.487373
1,1218,0.482592
2,1218,0.365641
10,1218,0.445697
100,1218,0.508781
1,1219,0.0527978
2,1219,0.199359
10,1219,0.331711
100,1219,0.477302
1,1220,0.491662
2,1220,0.556515
10,1220,0.515557
100,1220,0.478776
1,1221,0.569146
2,1221,0.576373
10,1221,0.622643
100,1221,0.496198
1,1222,0.602341
2,1222,0.735491
10,1222,0.674059
100,1222,0.518945
1,1223,0.56597
2,1223,0.481447
10,1223,0.561445
100,1223,0.545968
1,1224,0.821649
2,1224,0.467697
10,1224,0.611418
100,1224,0.541022
1,1225,0.731336
2,1225,0.524965
10,1225,0.575521
100,1225,0.509403
1,1226,0.865803
2,1226,0.594878
10,1226,0.516225
100,1226,0.482988
1,1227,0.266834
2,1227,0.387849
10,1227,0.581549
100,1227,0.498756
1,1228,0.559121
2,1228,0.622917
10,1228,0.521112
100,1228,0.458121
1,1229,0.328008
2,1229,0.662974
10,1229,0.433204
100,1229,0.520438
1,1230,0.681774
2,1230,0.66299
10,1230,0.571527
100,1230,0.471625
1,1231,0.308081
2,1231,0.177163
10,1231,0.394909
100,1231,0.503157
1,1232,0.525493
2,1232,0.386686
10,1232,0.514268
100,1232,0.500336
1,1233,0.141061
2,1233,0.26385
10,1233,0.366782
100,1233,0.481933
1,1234,0.578438
2,1234,0.3187
10,1234,0.403222
100,1234,0.50366
1,1235,0.368687
2,1235,0.507295
10,1235,0.474234
100,1235,0.480617
1,1236,0.235026
2,1236,0.528999
10,1236,0.595522
100,1236,0.501564
1,1237,0.596497
2,1237,0.404999
10,1237,0.398952
100,1237,0.460675
1,1238,0.213662
2,1238,0.399609
10,1238,0.562116
100,1238,0.488091
1,1239,0.157707
2,1239,0.195752
10,1239,0.466267
100,1239,0.494167
1,1240,0.46488
2,1240,0.629498
10,1240,0.462541
100,1240,0.406523
1,1241,0.309412
2,1241,0.276546
10,1241,0.617234
100,1241,0.543995
1,1242,0.764561
2,1242,0.504279
10,1242,0.434455
100,1242,0.48498
1,1243,0.103984
2,1243,0.182333
10,1243,0.381967
100,1243,0.464667
1,1244,0.91146
2,1244,0.695738
10,1244,0.524259
100,1244,0.478892
1,1245,0.209435
2,1245,0.528423
10,1245,0.634109
100,1245,0.531954
1,1246,0.485402
2,1246,0.469507
10,1246,0.435966
100,1246,0.459447
1,1247,0.395824
2,1247,0.616081
10,1247,0.544569
100,1247,0.50002
1,1248,0.472136
2,1248,0.667435
10,1248,0.501181
100,1248,0.564763
1,1249,0.160673
2,1249,0.577657
10,1249,0.565951
100,1249,0.549686
1,1250,0.722897
2,1250,0.694526
10,1250,0.47391
100,1250,0.543187
1,1251,0.0347274
2,1251,0.488386
10,1251,0.467368
100,1251,0.501744
1,1252,0.19139
2,1252,0.478587
10,1252,0.529652
100,1252,0.525804
1,1253,0.49022
2,1253,0.297749
10,1253,0.402639
100,1253,0.474288
1,1254,0.17797
2,1254,0.484001
10,1254,0.499024
100,1254,0.497858
1,1255,0.0672006
2,1255,0.234099
10,1255,0.53312
100,1255,0.563273
1,1256,0.41045
2,1256,0.349324
10,1256,0.491952
100,1256,0.506478
1,1257,0.339305
2,1257,0.511999
10,1257,0.439719
100,1257,0.500622
1,1258,0.703029
2,1258,0.581704
10,1258,0.569239
100,1258,0.484737
1,1259,0.658745
2,1259,0.72254
10,1259,0.64693
100,1259,0.484357
1,1260,0.159484
2,1260,0.479367
10,1260,0.494098
100,1260,0.479726
1,1261,0.251127
2,1261,0.212661
10,1261,0.444981
100,1261,0.490416
1,1262,0.423842
2,1262,0.566733
10,1262,0.447034
100,1262,0.525012
1,1263,0.174066
2,1263,0.560277
10,1263,0.634497
100,1263,0.525945
1,1264,0.331405
2,1264,0.314979
10,1264,0.513222
100,1264,0.485457
1,1265,0.909457
2,1265,0.927816
10,1265,0.731342
100,1265,0.569019
1,1266,0.475043
2,1266,0.284159
10,1266,0.552313
100,1266,0.465079
1,1267,0.92757
2,1267,0.627541
10,1267,0.557598
100,1267,0.469919
1,1268,0.676357
2,1268,0.561276
10,1268,0.436409
100,1268,0.49625
1,1269,0.442049
2,1269,0.657803
10,1269,0.507904
100,1269,0.494208
1,1270,0.138358
2,1270,0.481968
10,1270,0.492668
100,1270,0.541226
1,1271,0.768212
2,1271,0.770167
10,1271,0.518685
100,1271,0.498059
1,1272,0.155946
2,1272,0.11177
10,1272,0.312863
100,1272,0.534613
1,1273,0.202938
2,1273,0.303128
10,1273,0.481053
100,1273,0.541401
1,1274,0.672603
2,1274,0.826179
10,1274,0.492915
100,1274,0.498074
1,1275,0.162761
2,1275,0.568919
10,1275,0.626466
100,1275,0.544611
1,1276,0.696264
2,1276,0.567033
10,1276,0.541278
100,1276,0.476202
1,1277,0.447682
2,1277,0.505685
10,1277,0.677494
100,1277,0.519673
1,1278,0.624513
2,1278,0.466012
10,1278,0.445771
100,1278,0.525161
1,1279,0.941532
2,1279,0.60809
10,1279,0.494346
100,1279,0.506827
1,1280,0.878791
2,1280,0.514332
10,1280,0.414288
100,1280,0.483356
1,1281,0.815611
2,1281,0.825195
10,1281,0.561068
100,1281,0.562928
1,1282,0.909471
2,1282,0.820978
10,1282,0.605547
100,1282,0.506024
1,1283,0.370665
2,1283,0.665238
10,1283,0.64361
100,1283,0.527871
1,1284,0.608219
2,1284,0.740142
10,1284,0.441873
100,1284,0.50333
1,1285,0.0331408
2,1285,0.172715
10,1285,0.515262
100,1285,0.520613
1,1286,0.451197
2,1286,0.261764
10,1286,0.346736
100,1286,0.544174
1,1287,0.714997
2,1287,0.743946
10,1287,0.383208
100,1287,0.466442
1,1288,0.296269
2,1288,0.547384
10,1288,0.475599
100,1288,0.4956
1,1289,0.752229
2,1289,0.42311
10,1289,0.463252
100,1289,0.532355
1,1290,0.669459
2,1290,0.356802
10,1290,0.509368
100,1290,0.51033
1,1291,0.955607
2,1291,0.87147
10,1291,0.538037
100,1291,0.477505
1,1292,0.600563
2,1292,0.349281
10,1292,0.655554
100,1292,0.48262
1,1293,0.938012
2,1293,0.628351
10,1293,0.497377
100,1293,0.480882
1,1294,0.604868
2,1294,0.356377
10,1294,0.553005
100,1294,0.495284
1,1295,0.826073
2,1295,0.583154
10,1295,0.497576
100,1295,0.498505
1,1296,0.257607
2,1296,0.211691
10,1296,0.501874
100,1296,0.458391
1,1297,0.719711
2,1297,0.753518
10,1297,0.589915
100,1297,0.497611
1,1298,0.969821
2,1298,0.586166
10,1298,0.341256
100,1298,0.48278
1,1299,0.831529
2,1299,0.515494
10,1299,0.556762
100,1299,0.505424
1,1300,0.0489625
2,1300,0.515816
10,1300,0.472715
100,1300,0.499238
1,1301,0.118849
2,1301,0.357386
10,1301,0.257024
100,1301,0.525285
1,1302,0.914656
2,1302,0.922066
10,1302,0.678688
100,1302,0.516774
1,1303,0.414568
2,1303,0.529709
10,1303,0.520975
100,1303,0.493077
1,1304,0.439647
2,1304,0.413133
10,1304,0.610566
100,1304,0.471155
1,1305,0.568853
2,1305,0.63946
10,1305,0.447737
100,1305,0.502008
1,1306,0.798078
2,1306,0.518209
10,1306,0.521995
100,1306,0.507457
1,1307,0.932057
2,1307,0.787718
10,1307,0.44701
100,1307,0.474005
1,1308,0.927849
2,1308,0.744443
10,1308,0.498754
100,1308,0.548094
1,1309,0.640101
2,1309,0.775348
10,1309,0.529886
100,1309,0.521095
1,1310,0.750917
2,1310,0.460018
10,1310,0.48732
100,1310,0.560409
1,1311,0.606928
2,1311,0.70237
10,1311,0.491913
100,1311,0.49035
1,1312,0.645003
2,1312,0.594909
10,1312,0.55004
100,1312,0.515583
1,1313,0.884475
2,1313,0.462335
10,1313,0.54481
100,1313,0.521067
1,1314,0.322289
2,1314,0.514182
10,1314,0.475585
100,1314,0.48327
1,1315,0.11901
2,1315,0.183831
10,1315,0.541546
100,1315,0.523081
1,1316,0.245293
2,1316,0.15695
10,1316,0.449163
100,1316,0.554033
1,1317,0.213483
2,1317,0.597034
10,1317,0.602756
100,1317,0.510199
1,1318,0.997213
2,1318,0.647444
10,1318,0.437726
100,1318,0.474285
1,1319,0.998959
2,1319,0.603974
10,1319,0.490773
100,1319,0.502951
1,1320,0.623654
2,1320,0.572869
10,1320,0.471221
100,1320,0.476127
1,1321,0.724012
2,1321,0.507
10,1321,0.39081
100,1321,0.51998
1,1322,0.874752
2,1322,0.486049
10,1322,0.40168
100,1322,0.517118
1,1323,0.489349
2,1323,0.400676
10,1323,0.647123
100,1323,0.517554
1,1324,0.501317
2,1324,0.429106
10,1324,0.597748
100,1324,0.492649
1,1325,0.385777
2,1325,0.658164
10,1325,0.565267
100,1325,0.481862
1,1326,0.295737
2,1326,0.387749
10,1326,0.583027
100,1326,0.496297
1,1327,0.0369936
2,1327,0.24387
10,1327,0.429824
100,1327,0.498865
1,1328,0.417978
2,1328,0.57396
10,1328,0.55238
100,1328,0.511135
1,1329,0.50453
2,1329,0.259983
10,1329,0.500292
100,1329,0.471684
1,1330,0.709144
2,1330,0.798227
10,1330,0.701146
100,1330,0.53767
1,1331,0.0805538
2,1331,0.185249
10,1331,0.436063
100,1331,0.505628
1,1332,0.169646
2,1332,0.430682
10,1332,0.477971
100,1332,0.501728
1,1333,0.375078
2,1333,0.190161
10,1333,0.464753
100,1333,0.526124
1,1334,0.566172
2,1334,0.563826
10,1334,0.522761
100,1334,0.468243
1,1335,0.297493
2,1335,0.213481
10,1335,0.446365
100,1335,0.514981
1,1336,0.231222
2,1336,0.477805
10,1336,0.577038
100,1336,0.514597
1,1337,0.0381963
2,1337,0.160829
10,1337,0.399113
100,1337,0.545576
1,1338,0.531103
2,1338,0.372444
10,1338,0.554755
100,1338,0.509779
1,1339,0.974451
2,1339,0.636822
10,1339,0.540956
100,1339,0.497675
1,1340,0.202896
2,1340,0.568581
10,1340,0.537417
100,1340,0.54331
1,1341,0.555473
2,1341,0.548056
10,1341,0.464231
100,1341,0.467816
1,1342,0.797989
2,1342,0.494481
10,1342,0.508132
100,1342,0.480536
1,1343,0.665087
2,1343,0.71499
10,1343,0.398986
100,1343,0.491275
1,1344,0.819403
2,1344,0.761407
10,1344,0.564993
100,1344,0.498526
1,1345,0.716173
2,1345,0.806564
10,1345,0.633976
100,1345,0.486835
1,1346,0.802242
2,1346,0.495716
10,1346,0.454988
100,1346,0.489509
1,1347,0.799468
2,1347,0.462192
10,1347,0.452489
100,1347,0.54572
1,1348,0.561202
2,1348,0.333111
10,1348,0.445388
100,1348,0.516384
1,1349,0.590159
2,1349,0.391521
10,1349,0.503508
100,1349,0.511208
1,1350,0.116181
2,1350,0.093973
10,1350,0.400384
100,1350,0.497559
1,1351,0.409049
2,1351,0.543154
10,1351,0.366958
100,1351,0.475602
1,1352,0.406659
2,1352,0.646975
10,1352,0.65648
100,1352,0.505965
1,1353,0.840954
2,1353,0.609292
10,1353,0.585103
100,1353,0.536385
1,1354,0.817602
2,1354,0.831465
10,1354,0.590977
100,1354,0.529802
1,1355,0.631328
2,1355,0.684058
10,1355,0.520398
100,1355,0.443555
1,1356,0.764274
2,1356,0.54737
10,1356,0.553621
100,1356,0.5102
1,1357,0.212996
2,1357,0.31902
10,1357,0.563417
100,1357,0.495271
1,1358,0.120435
2,1358,0.234689
10,1358,0.482302
100,1358,0.473633
1,1359,0.158213
2,1359,0.520237
10,1359,0.65275
100,1359,0.509123
1,1360,0.124028
2,1360,0.452876
10,1360,0.449447
100,1360,0.434606
1,1361,0.107142
2,1361,0.406909
10,1361,0.382029
100,1361,0.481472
1,1362,0.556545
2,1362,0.633743
10,1362,0.586564
100,1362,0.496758
1,1363,0.292188
2,1363,0.302516
10,1363,0.457544
100,1363,0.457477
1,1364,0.466906
2,1364,0.319763
10,1364,0.410129
100,1364,0.428209
1,1365,0.658504
2,1365,0.455091
10,1365,0.433175
100,1365,0.479578
1,1366,0.497745
2,1366,0.31294
10,1366,0.422833
100,1366,0.479613
1,1367,0.774324
2,1367,0.884073
10,1367,0.587667
100,1367,0.53236
1,1368,0.971665
2,1368,0.647711
10,1368,0.489965
100,1368,0.491051
1,1369,0.230656
2,1369,0.526947
10,1369,0.522522
100,1369,0.476872
1,1370,0.307081
2,1370,0.164598
10,1370,0.491491
100,1370,0.546543
1,1371,0.048205
2,1371,0.409686
10,1371,0.447116
100,1371,0.507646
1,1372,0.0579058
2,1372,0.199639
10,1372,0.42617
100,1372,0.492632
1,1373,0.74029
2,1373,0.490755
10,1373,0.480866
100,1373,0.540816
1,1374,0.908453
2,1374,0.517879
10,1374,0.494837
100,1374,0.540112
1,1375,0.123828
2,1375,0.129255
10,1375,0.340614
100,1375,0.521863
1,1376,0.304504
2,1376,0.607519
10,1376,0.515752
100,1376,0.475685
1,1377,0.72638
2,1377,0.803545
10,1377,0.594632
100,1377,0.53672
1,1378,0.0636334
2,1378,0.314552
10,1378,0.525704
100,1378,0.542927
1,1379,0.705546
2,1379,0.75746
10,1379,0.452959
100,1379,0.450079
1,1380,0.282478
2,1380,0.536058
10,1380,0.39634
100,1380,0.459645
1,1381,0.577915
2,1381,0.677039
10,1381,0.527047
100,1381,0.489933
1,1382,0.145742
2,1382,0.303551
10,1382,0.445962
100,1382,0.511345
1,1383,0.7481
2,1383,0.801442
10,1383,0.529988
100,1383,0.477514
1,1384,0.841346
2,1384,0.576104
10,1384,0.552836
100,1384,0.538183
1,1385,0.834256
2,1385,0.547536
10,1385,0.50186
100,1385,0.466969
1,1386,0.698247
2,1386,0.426213
10,1386,0.3768
100,1386,0.48544
1,1387,0.104833
2,1387,0.278375
10,1387,0.333025
100,1387,0.509256
1,1388,0.888032
2,1388,0.53968
10,1388,0.571789
100,1388,0.465201
1,1389,0.972202
2,1389,0.771637
10,1389,0.521486
100,1389,0.539907
1,1390,0.568551
2,1390,0.564059
10,1390,0.42264
100,1390,0.449603
1,1391,0.432108
2,1391,0.2448
10,1391,0.338691
100,1391,0.470452
1,1392,0.197396
2,1392,0.328487
10,1392,0.465328
100,1392,0.513634
1,1393,0.593799
2,1393,0.469669
10,1393,0.491453
100,1393,0.498469
1,1394,0.905223
2,1394,0.821005
10,1394,0.550579
100,1394,0.498157
1,1395,0.0140294
2,1395,0.0596133
10,1395,0.35595
100,1395,0.47136
1,1396,0.293435
2,1396,0.54778
10,1396,0.386567
100,1396,0.461465
1,1397,0.428978
2,1397,0.438689
10,1397,0.523016
100,1397,0.494136
1,1398,0.807939
2,1398,0.511865
10,1398,0.547212
100,1398,0.520349
1,1399,0.671512
2,1399,0.80256
10,1399,0.732268
100,1399,0.561621
1,1400,0.94023
2,1400,0.53748
10,1400,0.458332
100,1400,0.489296
1,1401,0.0670654
2,1401,0.0569499
10,1401,0.585827
100,1401,0.510674
1,1402,0.919202
2,1402,0.529032
10,1402,0.574735
100,1402,0.559109
1,1403,0.419757
2,1403,0.270127
10,1403,0.520756
100,1403,0.518141
1,1404,0.281697
2,1404,0.492388
10,1404,0.33709
100,1404,0.533882
1,1405,0.831251
2,1405,0.601686
10,1405,0.582522
100,1405,0.555461
1,1406,0.746884
2,1406,0.759206
10,1406,0.64818
100,1406,0.517939
1,1407,0.0382097
2,1407,0.470704
10,1407,0.480175
100,1407,0.450947
1,1408,0.1692
2,1408,0.343394
10,1408,0.433971
100,1408,0.461974
1,1409,0.710047
2,1409,0.402111
10,1409,0.417113
100,1409,0.455971
1,1410,0.00667916
2,1410,0.222052
10,1410,0.35567
100,1410,0.480314
1,1411,0.217055
2,1411,0.540885
10,1411,0.479679
100,1411,0.5514
1,1412,0.716099
2,1412,0.571549
10,1412,0.614731
100,1412,0.568867
1,1413,0.759832
2,1413,0.749498
10,1413,0.629047
100,1413,0.515806
1,1414,0.77351
2,1414,0.602645
10,1414,0.443576
100,1414,0.535969
1,1415,0.444309
2,1415,0.504783
10,1415,0.580168
100,1415,0.477134
1,1416,0.618283
2,1416,0.626863
10,1416,0.60055
100,1416,0.50602
1,1417,0.892512
2,1417,0.486203
10,1417,0.464824
100,1417,0.454639
1,1418,0.730957
2,1418,0.849598
10,1418,0.588425
100,1418,0.51844
1,1419,0.297578
2,1419,0.298249
10,1419,0.664123
100,1419,0.548102
1,1420,0.279758
2,1420,0.623722
10,1420,0.49154
100,1420,0.48212
1,1421,0.462388
2,1421,0.695533
10,1421,0.559026
100,1421,0.496451
1,1422,0.30777
2,1422,0.510737
10,1422,0.477465
100,1422,0.508247
1,1423,0.304543
2,1423,0.479846
10,1423,0.585814
100,1423,0.488095
1,1424,0.282357
2,1424,0.484793
10,1424,0.534826
100,1424,0.481968
1,1425,0.566274
2,1425,0.414309
10,1425,0.696656
100,1425,0.49043
1,1426,0.990536
2,1426,0.978198
10,1426,0.519743
100,1426,0.516084
1,1427,0.0362281
2,1427,0.050472
10,1427,0.313732
100,1427,0.496118
1,1428,0.238621
2,1428,0.205285
10,1428,0.459087
100,1428,0.517567
1,1429,0.470935
2,1429,0.290015
10,1429,0.428645
100,1429,0.458918
1,1430,0.601547
2,1430,0.314827
10,1430,0.609569
100,1430,0.48039
1,1431,0.597124
2,1431,0.303503
10,1431,0.537137
100,1431,0.521995
1,1432,0.566925
2,1432,0.409447
10,1432,0.397422
100,1432,0.495779
1,1433,0.0819081
2,1433,0.104396
10,1433,0.412407
100,1433,0.46677
1,1434,0.830946
2,1434,0.833745
10,1434,0.564259
100,1434,0.523687
1,1435,0.176224
2,1435,0.127321
10,1435,0.408596
100,1435,0.520578
1,1436,0.227908
2,1436,0.37118
10,1436,0.520428
100,1436,0.506926
1,1437,0.867768
2,1437,0.585391
10,1437,0.449323
100,1437,0.466499
1,1438,0.812206
2,1438,0.602973
10,1438,0.458012
100,1438,0.502045
1,1439,0.823031
2,1439,0.682116
10,1439,0.594377
100,1439,0.448931
1,1440,0.961269
2,1440,0.670638
10,1440,0.501352
100,1440,0.478722
1,1441,0.153896
2,1441,0.429272
10,1441,0.49102
100,1441,0.463597
1,1442,0.0300089
2,1442,0.046973
10,1442,0.573808
100,1442,0.522064
1,1443,0.112611
2,1443,0.372828
10,1443,0.404579
100,1443,0.500868
1,1444,0.0619877
2,1444,0.158678
10,1444,0.435201
100,1444,0.519894
1,1445,0.199827
2,1445,0.454858
10,1445,0.486323
100,1445,0.506391
1,1446,0.349579
2,1446,0.316989
10,1446,0.495199
100,1446,0.459735
1,1447,0.863738
